Teams,Coordinates,Longitude,Latitude
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-80.411835, 40.679931",-80.411835, 40.679931
Eagles,"-118.378887, 33.925317",-118.378887, 33.925317
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Cardinals,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"121.457132, 24.960508",121.457132, 24.960508
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Chiefs,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
Redskins,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Packers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Titans,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Seahawks,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-117.532621, 33.871339",-117.532621, 33.871339
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bills,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-87.634643, 24.396308",-87.634643, 24.396308
Packers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jets,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-71.379669, 42.027666",-71.379669, 42.027666
Jets,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Packers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-118.262388, 34.521165",-118.262388, 34.521165
Seahawks,"-118.262388, 34.521165",-118.262388, 34.521165
Bengals,"-71.379669, 42.027666",-71.379669, 42.027666
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Lions,"-112.014232, 33.508746",-112.014232, 33.508746
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Saints,"-90.285434, 29.969126",-90.285434, 29.969126
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Lions,"-84.576827, 33.647503",-84.576827, 33.647503
Vikings,"-84.576827, 33.647503",-84.576827, 33.647503
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Seahawks,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Cardinals,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Broncos,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Colts,"169.736478, -46.052058",169.736478, -46.052058
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Lions,"152.233655, -24.949085",152.233655, -24.949085
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Broncos,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Saints,"-80.029518, 35.962623",-80.029518, 35.962623
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chiefs,"-94.507512, 39.194245",-94.507512, 39.194245
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Broncos,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-73.157915, 44.471851",-73.157915, 44.471851
Raiders,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-117.282538, 32.53962",-117.282538, 32.53962
Steelers,"-117.282538, 32.53962",-117.282538, 32.53962
Saints,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Texans,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Raiders,"-87.634643, 24.396308",-87.634643, 24.396308
Jaguars,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-97.928935, 30.127892",-97.928935, 30.127892
Chiefs,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Raiders,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-74.896951, 39.959168",-74.896951, 39.959168
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Titans,"-100.056008, 37.724925",-100.056008, 37.724925
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Falcons,"-92.690714, 41.2563",-92.690714, 41.2563
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-74.896951, 39.959168",-74.896951, 39.959168
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Titans,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Seahawks,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-80.319793, 40.562008",-80.319793, 40.562008
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Packers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-71.488978, 42.340871",-71.488978, 42.340871
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Dolphins,"-87.634643, 24.396308",-87.634643, 24.396308
Chiefs,"-87.634643, 24.396308",-87.634643, 24.396308
Seahawks,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-121.817399, 36.652284",-121.817399, 36.652284
Texans,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Titans,"-86.274689, 35.331544",-86.274689, 35.331544
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-96.769003, 32.923164",-96.769003, 32.923164
Patriots,"-96.769003, 32.923164",-96.769003, 32.923164
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jaguars,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Buccaneers,"-3.497719, 40.430699",-3.497719, 40.430699
Bills,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Giants,"-0.187894, 51.483718",-0.187894, 51.483718
Eagles,"-0.187894, 51.483718",-0.187894, 51.483718
Buccaneers,"-3.497719, 40.430699",-3.497719, 40.430699
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
Bills,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-118.262388, 34.521165",-118.262388, 34.521165
Seahawks,"-118.262388, 34.521165",-118.262388, 34.521165
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-118.262388, 34.521165",-118.262388, 34.521165
Seahawks,"-118.262388, 34.521165",-118.262388, 34.521165
Ravens,"-87.022482, 35.994568",-87.022482, 35.994568
Saints,"-87.022482, 35.994568",-87.022482, 35.994568
49ers,"-87.022482, 35.994568",-87.022482, 35.994568
Titans,"-87.022482, 35.994568",-87.022482, 35.994568
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Panthers,"-87.634643, 24.396308",-87.634643, 24.396308
Titans,"-86.935419, 35.85036",-86.935419, 35.85036
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.022482, 35.994568",-87.022482, 35.994568
Saints,"-87.022482, 35.994568",-87.022482, 35.994568
49ers,"-87.022482, 35.994568",-87.022482, 35.994568
Titans,"-87.022482, 35.994568",-87.022482, 35.994568
49ers,"-122.190523, 37.362824",-122.190523, 37.362824
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-110.150484, 27.019532",-110.150484, 27.019532
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-79.007589, 35.866334",-79.007589, 35.866334
49ers,"-79.007589, 35.866334",-79.007589, 35.866334
Seahawks,"-79.007589, 35.866334",-79.007589, 35.866334
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chiefs,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-87.634643, 24.396308",-87.634643, 24.396308
Rams,"-118.262388, 34.521165",-118.262388, 34.521165
Seahawks,"-118.262388, 34.521165",-118.262388, 34.521165
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Packers,"-93.556704, 44.978417",-93.556704, 44.978417
Rams,"-93.556704, 44.978417",-93.556704, 44.978417
Vikings,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
49ers,"-93.556704, 44.978417",-93.556704, 44.978417
Titans,"-93.556704, 44.978417",-93.556704, 44.978417
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Broncos,"-87.634643, 24.396308",-87.634643, 24.396308
Cowboys,"-0.351597, 51.491866",-0.351597, 51.491866
Eagles,"-0.351597, 51.491866",-0.351597, 51.491866
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bears,"-84.419128, 33.971999",-84.419128, 33.971999
Eagles,"-75.280284, 39.871811",-75.280284, 39.871811
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-0.351597, 51.491866",-0.351597, 51.491866
Seahawks,"-0.351597, 51.491866",-0.351597, 51.491866
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Steelers,"-79.069664, 33.535979",-79.069664, 33.535979
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Texans,"-0.351597, 51.491866",-0.351597, 51.491866
Titans,"-0.351597, 51.491866",-0.351597, 51.491866
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Texans,"-0.351597, 51.491866",-0.351597, 51.491866
Titans,"-0.351597, 51.491866",-0.351597, 51.491866
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-0.351597, 51.491866",-0.351597, 51.491866
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Jaguars,"-118.829753, 34.222878",-118.829753, 34.222878
Patriots,"-118.829753, 34.222878",-118.829753, 34.222878
Steelers,"-118.829753, 34.222878",-118.829753, 34.222878
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Colts,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-75.167513, 39.900996",-75.167513, 39.900996
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-75.167513, 39.900996",-75.167513, 39.900996
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
49ers,"-103.866873, 44.644142",-103.866873, 44.644142
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-75.167513, 39.900996",-75.167513, 39.900996
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Vikings,"-97.239256, 43.499362",-97.239256, 43.499362
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Bengals,"-87.634643, 24.396308",-87.634643, 24.396308
Vikings,"-97.239256, 43.499362",-97.239256, 43.499362
Vikings,"-97.239256, 43.499362",-97.239256, 43.499362
Vikings,"-97.239256, 43.499362",-97.239256, 43.499362
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-105.301776, 39.953552",-105.301776, 39.953552
Bills,"-79.76259, 40.477383",-79.76259, 40.477383
Cowboys,"-79.76259, 40.477383",-79.76259, 40.477383
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Vikings,"-97.239256, 43.499362",-97.239256, 43.499362
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Ravens,"-0.351597, 51.491866",-0.351597, 51.491866
Vikings,"-97.239256, 43.499362",-97.239256, 43.499362
Falcons,"-0.351597, 51.491866",-0.351597, 51.491866
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-0.351597, 51.491866",-0.351597, 51.491866
Steelers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Patriots,"-71.394337, 41.744775",-71.394337, 41.744775
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Saints,"-87.634643, 24.396308",-87.634643, 24.396308
Eagles,"-88.154356, 41.986627",-88.154356, 41.986627
Giants,"-87.634643, 24.396308",-87.634643, 24.396308
Bills,"-93.556704, 44.978417",-93.556704, 44.978417
Bengals,"-93.556704, 44.978417",-93.556704, 44.978417
Patriots,"-93.556704, 44.978417",-93.556704, 44.978417
Chargers,"-87.634643, 24.396308",-87.634643, 24.396308
Chargers,"-87.095676, 34.507116",-87.095676, 34.507116
Titans,"-87.095676, 34.507116",-87.095676, 34.507116
